,start,end,text,labels
9524,8156,8277,ordered returned disposal accordance law intimation court,rpc
9525,8279,8396,bail bond surety bond shall force months view amended provision sec cr p c,rpc
9526,8396,8538,dictated stenographer transcribed corrected pronounced open court st day september,none
9527,8539,8590,abdul khadar civil judge jmfc narasipura,none
9528,8592,8766,annexure list witnesses examined behalf prosecution pw shivakumar pw c h rangaiah list documents exhibited behalf prosecution ex,none
9529,8766,8818,p mahazar exp b signatures ex p,none
9530,8828,8879,copy sample seal ex p b signatures ex p,none
9531,8880,9069,requisition letter sent fsl ex p c signatures ex p fsl report ex p fir ex p signature list documents exhibited behalf prosecution,none
9532,9071,9098,os sample bottles,none
9533,9099,9190,list documents exhibited behalf accused nil civil judge jmfc narasipura,none
9537,360,721,th day may present hon'ble mr justice j verma hon'ble mr justice n p singh hon'ble mr justice k mukherjee mr b b ahuja sr adv mr b ahuja ms subhashini mrs k verma mr subba rao mr k mehta mr dhruv mehta mr k r nagaraja mr g ramachandran mr c patel ms janki ramachandran advs appearing parties,none
9538,721,738,j u g e n,none
9539,739,1900,following judgment court delivered supreme court india civil appellate jurisdiction civil appeal nos commissioner income tax appellant vs patel brothers co ltd respondent l p c nos c nos l p c c l p c nos tax ref case nos l p c c l p c c c l p c c nos l p c c nos l p c c nos tax ref case c l p c c nos tax ref case judgment j verma j,none
9550,4022,4540,instance revenue tribunal referred high court decision two questions law namely whether facts circumstances case expenditure question nature entertainment expenditure law ? whether facts circumstances case expenditure question would allowable limited extent rs section income tax act assessment years reference ?,issue
9560,5824,5987,decision delhi high court commissioner income tax vs rajasthan mercantile co ltd etc etc itr line gujarat view,pre_relied
9565,6553,7053,contention shri b b ahuja learned counsel revenue kinds hospitality entertainment therefore entire expenditure incurred head even serving ordinary meals bare necessity falls sub section section expression entertainment expenditure sub section must construed mean inception defined explanation sub section section since explanation merely clarificatory,arg_petitioner
9566,7054,7289,urged reason insertion explanation w e f immaterial expression entertainment expenditure sub section section must construed even period prior,arg_petitioner
9567,7290,7422,reply shri harish salve learned counsel assessee contended purposive interpretation provision must made,arg_respondent
9568,7423,7668,urged purpose curb tendency incurring lavish expenditure customary hospitality extended offering ordinary meals bare necessity since traditional meaning every hospitality entertainment,arg_respondent
9569,7669,7869,urged finding cases allowance claimed respect expenditure incurred providing ordinary meals bare necessity lavish food,arg_respondent
9570,7869,8541,section extent material general expenditure expenditure nature described sections nature capital expenditure personal expenses assessee laid expended wholly exclusively purposes business profession shall allowed computing income chargeable head profits gains business profession notwithstanding anything contained sub section expenditure nature entertainment expenditure shall allowed case company exceeds aggregate amount computed hereunder,sta
9571,8541,8563,,sta
9572,8563,8569,,sta
9573,8570,8929,notwithstanding anything contained sub section sub section allowance shall made respect much expenditure nature entertainment expenditure incurred assessee previous year expires th day september excess aggregate amount computed hereunder,sta
9574,8929,8967,,sta
9575,8967,8993,explanation,sta
9576,8995,9639,explanation removal doubts hereby declared purposes sub section sub section b stood st day april entertainment expenditure includes expenditure provision hospitality every kind assessee person whether way provision food beverages manner whatsoever whether provision made reason express implied contract custom usage trade include expenditure food beverages provided assessee employees office factory place work,sta
9577,9639,9899,b notwithstanding anything contained section allowance shall made respect expenditure nature entertainment expenditure incurred within india assessee th day february emphasis supplied sub,sta
9578,9899,9995,section inserted w e f st october taxation laws amendment act,sta
9579,9997,10079,sub section b inserted w e f st april finance act,sta
9580,10081,10172,explanation inserted finance act retrospectively w e f,sta
9581,10172,10549,sampath iyengar 's law income tax th ed vol reference made circular dated december board itr st wherein scope effect amendments explained provision curbing avoidable ostentatious expenditure business profession section section income tax act,sta
9582,10550,10924,provides deduction computation taxable profits expenditure expenditure nature described sections section vv expenditure nature capital expenditure personal expenses assessee laid expended wholly exclusively purposes business profession carried taxpayer,sta
9620,17263,17534,sub section inserted w e f st october taxation laws amendment act explanation inserted therein finance act retrospectively w e f sub section b inserted w e f st april finance act,sta
9638,20501,20765,brij raman dass sons supra held sub section section independent provision proviso sub section section since expenditure falling sub section must necessarily come within sub section,pre_relied
9639,20766,20879,thereafter considering meaning entertainment context held,pre_relied
9640,20880,20999,see meaning word entertainment purposes section act,pre_relied
9641,21000,21102,income tax act word defined give general meaning,pre_relied
9642,21103,21278,entertainment expenditure would opinion include expenditures incurred connection business entertainment customer constituents,pre_relied
9643,21279,21415,entertainment may consist providing refreshments case may consist providing sort entertainment,pre_relied
9644,21417,21570,bentleys stokes lowless v beeson h inspector taxes tc ca firm solicitors incurred expenses entertaining clients,pre_relied
9645,21571,21633,entertainment consisted providing lunch clients,pre_relied
9646,21634,21755,held expenditure incurred wholly exclusively purposes business allowable deduction,pre_relied
9658,23747,23992,conclusion gujarat high court finding fact recorded tribunal consistent view taken therefore uphold reasons given us sufficient sustain ultimate view,ratio
9659,23993,24376,may observe wide observations elaborate guidelines given gujarat decision excess broad test indicated us necessary support conclusion unnecessary decision therefore affirmance conclusion reached gujarat decision constured affirmance wide observation therein,ratio
9660,24378,24529,may refer decision delhi high court commissioner income tax vs rajasthan mercantile co ltd etc etc itr,pre_relied
9661,24530,24661,true effect explanation added sub section section act correctly understood therein,pre_relied
9662,24661,24822,declaration clarification involved explanation purposes assessments effect april,pre_relied
9663,24823,25075,provision widens concept entertainment expenditure including scope expenditures otherwise traditionally understood routine business expenditures incurred connection business hospitality,pre_relied
9664,25075,25196,therefore widened meaning extended past periods amended explanation operation,pre_relied
9666,25212,25302,approve view accords construction made us provision,ratio
9667,25302,25546,view taken contrary view allahabad high court brij raman dass sons r accepted correct also decisions different high courts taken view,ratio
9668,25547,25698,accordingly decision allahabad high court decisions different high courts taking view treated overruled,rpc
9669,25698,25929,consequently matters decided favour assessees revenue result appeals assessees allowed appeals slps tax references revenue dismissed,rpc
9670,25930,25939,costs,rpc
9676,1839,2136,contention petitioner committed offences alleged innocent accused already bail undertakes offer surety abide terms conditions may imposed court event release bail,arg_petitioner
9677,2136,2478,learned public prosecutor filed objection statement reiterating averments complaint also contended offences alleged petitioner punishable maximum years chance committing similar type offences prayed court dismiss bail application,arg_respondent
9678,2480,2572,heard arguments petitioner 's counsel also learned public prosecutor,none
9679,2573,2744,points arise consideration whether petitioner made ground grant anticipatory bail invoking sec cr p c ? order ?,issue
9683,3510,3852,contention petitioner innocent committed offences alleged complaint offences alleged petitioner punishable death imprisonment life false allegation made ready offer surety apprehension arrest,arg_petitioner
9684,3852,4535,contention learned p p complainant subjected harassment petitioner along son perusal case records petitioner mother law complainant general allegation made petitioner along husband son complainant subjected harassment noted terms complaint averments driven matrimonial house months ago taking consideration nature allegation also complaint averments offences alleged petitioner punishable death imprisonment life,arg_respondent
9685,4536,4775,however court take note apprehension prosecution regarding tampering prosecution witnesses imposing conditions safeguard interest prosecution hence answered point affirmative,ratio
9686,4775,4790,point,none
9687,4790,4838,result pass following r e r,rpc
9688,4839,4894,bail petition filed u sec cr pc allowed,rpc
9689,4894,5099,petitioner ordered released anticipatory bail executing personal bond rs one surety likesum event arrest subject following conditions,rpc
9690,5100,5233,petitioner shall appear whenever calls till filing charge sheet assist investigation,rpc
9691,5233,5335,petitioner shall tamper prosecution witnesses cause obstruction investigation,rpc
9692,5335,5565,order force period two months petitioner directed approach jurisdictional magistrate regular bail concerned court liberty consider matter merits judiciously,rpc
9693,5565,5778,dictated stenographer transcribed computer revised corrected pronounced open court day th march h p sandesh prl district sessions judge mysore,none
9694,5778,5784,ur,none
9696,470,486,surya kant j,none
9697,486,813,set cross appeals preferred central bureau investigation hereinafter referred cbi ii convicts judgment dated th july passed high court judicature bombay nagpur bench nagpur whereby five criminal appeals decided way common order,rlc
9698,814,1047,cbi aggrieved commutation death sentence convicts hereinafter referred respondentsaccused ' lead case questioned conviction special court affirmed high court,none
9733,5017,5453,investigation thereafter taken cbi recording statements several witnesses including statements section code criminal procedure hereinafter referred code ' sought discharge thirty six suspects also submitted charge sheet eleven accused offences punishable sections b ipc offences act,rlc
9734,5453,5748,special court bhandara held respondentsaccused guilty committing aforesaid offences awarded death penalty accused nos whereas accused nos sentenced life imprisonment accused nos acquitted offences,rlc
9735,5749,5969,accused nos found guilty committing offence provisions scheduled caste scheduled tribes prevention atrocities act hereinafter referred act,rlc
9737,6153,7179,high court weighed aggravating circumstances vis vis mitigating circumstances summarised paragraphs judgment appeal came conclusion light tests laid court bachan singh vs state punjab machhi singh others vs state punjab case imposing death sentence accused nos made reasons incident take place account caste stature root cause accused felt falsely implicated crime beating sidharth gajbhiye surekha priyanka ii evidence suggest accused criminal record high court thereafter proceeded hold appropriate sentence inflicted upon respondentsaccused imprisonment life condition shall released completing years actual imprisonment including period already undergone,rlc
9738,7181,7616,regards conviction accused nos cross appeals high court firstly scrutinised medical evidence relying upon statement medical officer dr avinash john shende pw conducted post mortem dead bodies observed testimony witness could scc scc shaken material aspect cross examination,rlc
9739,7617,7695,high court thereafter held four victims died homicidal death,rlc
9740,7696,7786,conclusion corroborated inquest panchnama deceased persons,rlc
9741,7786,7896,high court dissected entire oral evidence especially statements five eye witnesses,rlc
9742,7897,8141,evidence pw mukesh pusam pw suresh khandate tested touchstone probabilities whereupon high court held statements inspired confidence established role accused nos,rlc
9743,8142,8407,high court also found version pw rashtrapal narnavare pw siddharth gajbhiye pw dinesh dhande pw premlal walke worth credible fully corroborative medical evidence uphold conviction mentioned accused,rlc
9744,8408,9029,high court nevertheless disbelieved pw mahadeo zanzad also deem necessary bank upon extra judicial confession allegedly made accused sakru pw anil lede accused jagdish ratan mandlekar pw sunil lede consequently high court upheld conviction accused nos though allowed part appeal accused nos extent death sentence commuted imprisonment life condition shall released completing years actual imprisonment,rlc
9745,9029,9240,cbi questioned rejection death reference high court lead case respondentsaccused therein filed cross appeals assailing conviction courts,none
9746,9240,9521,following questions thus fall consideration appeals whether high court justified commuting death sentence life imprisonment condition respondentsaccused shall undergo actual sentence less years ?,issue
9747,9521,9725,ii whether case hand falls category rarest rare cases offence committed gravest nature punishment less death sentence suffice ?,issue
9748,9725,9862,iii whether conviction appellants cross appeals namely respondentsaccused main case sustainable law ?,issue
9770,17021,17278,therefore agreement opinion expressed court sangeet vs state haryana deprival remission power appropriate permissible consonance law specifically overrule,pre_not_relied
9771,17278,17620,recourse followed case hand high court substituting death penalty imposing sentence term less years ' actual imprisonment got seal approval court v sriharan supra case consistently continuously followed catena later decisions also,pre_relied
9772,17621,18050,ref raju jagdish paswan vs state maharashtra scale ii jagdish vs state madhya pradesh scale iii sachin kumar singhraha vs state madhya pradesh scale cited decisions indeed intuitive persuasive value instant case reason death sentence cases commuted regardless confirmation high court,pre_relied
9776,18280,19108,adverting cross appeals preferred respondents accused learned counsel strenuously urged fit case extending benefit doubt statements eye witnesses pw pw pw pw pw inspire confidence full material inconsistencies contradictions ii inordinate unexplained delay hours lodging fir bhaiyyalal sudam bhotmange pw iii also unexplained delay recording statements witnesses especially eye witnesses fatal prosecution case iv medical evidence variance ocular testimony hence reliance placed statements eye witnesses v prosecution evidence tainted full discrepancies,arg_respondent
9799,22396,22538,concurrent findings facts special court well high court holding accused nos guilty,ratio
9800,22538,22823,regardless restrictive scope appraisal appreciation evidence minutely scanned ocular well medical evidence firm view scope deviation well reasoned conclusions drawn courts,ratio
9801,22824,22874,interference court thus warranted,ratio
9803,22999,23093,consequently appeals preferred cbi well convicts hereby dismissed,rpc
9804,23095,23145,,none
9805,23146,23246,j arun mishra j bhushan ramkrishna gavai,none
9806,23247,23280,,none
9807,23281,23326,j surya kant new delhi dated,none
9832,3873,4105,mr aniruddha anantha krishnan learned counsel appearing appellant submitted trial court committed error giving finding effect date birth stood proved present case,arg_petitioner
9833,4106,4251,submitted oral documentary evidence record said point sufficient prove claim prosecutrix pw,arg_petitioner
9834,4252,4478,submitted witnesses pw pw admitted cross examination certain writings original register wherein birth prosecutrix pw recorded gram panchayat,arg_petitioner
9835,4479,4661,submitted evidence prosecutrix regards incidents alleged forcible sexual intercourse appellant vague reliable,arg_petitioner
9836,4662,4817,specific suggestion given behalf defence prosecutrix pw affair cousin pregnant,arg_petitioner
9837,4818,5068,even statement recorded section code criminal procedure stated appellant falsely implicated prosecutrix pw pregnant cousin lived months,arg_petitioner
9838,5069,5287,submitted face material record necessary investigating officer conducted dna test child born prosecutrix pw ascertain paternity,arg_petitioner
9839,5288,5397,deliberately done investigating officer shield actual culprit present case,arg_petitioner
9840,5398,5492,basis contended impugned judgment order deserved set aside,arg_petitioner
9841,5492,5792,hand mrs geeta tiwari learned additional public prosecutor appearing behalf respondent state submitted evidence respect date birth prosecutrix elaborate documents well oral evidence brought record prove said fact,arg_respondent
9842,5793,5990,submitted evidence prosecutrix trustworthy merely dna test conducted investigating officer prosecution case could disbelieved,arg_respondent
9843,5991,6226,submitted trial court justified convicting sentencing appellant basis evidence prosecutrix pw medical evidence record sufficient prove guilt appellant,arg_respondent
9844,6228,6285,heard counsel parties perused record,none
9904,16771,17017,case mukesh another vs state nct delhi supreme court cases hon'ble supreme court taking account various earlier judgments pertaining authenticity dna test held follows,pre_relied
9905,17018,17260,aforesaid authorities quite clear dna report deserves accepted unless absolutely dented non acceptance established quality control quality assurance,pre_relied
9906,17261,17384,sampling proper evidence tampering samples dna test report accepted,pre_relied
9908,17718,17988,view becomes obvious evidence brought record prosecution fell short proving case beyond reasonable doubt appellant conviction sentence imposed trial court unsustainable,ratio
9909,17989,18025,accordingly appeal allowed,rpc
9910,18027,18170,impugned judgment order passed trial court set aside appellant acquitted offence charged,rpc
9911,18171,18240,since appellant bail bail bonds shall stand cancelled,rpc
9912,18240,18281,manish pitale j halwai p,none
9922,1394,1630,whether facts circumstances case tribunal right law restricting addition respect expenditure nature covered section income tax act ?,issue
9923,1632,1996,whether facts circumstances case tribunal right law restricting addition respect wages instead adopted assessing authority respectively assessment years onus prove genuineness expenditure claimed discharged assessee ?,issue
9924,1998,2150,heard mr e sanmathi learned counsel appellants revenue ms jinita chatterjee learned counsel appearing respondent,none
9925,2152,2524,may record tribunal aspects restriction disallowance extent impugned order paragraph observed thus instant case find restriction disallowance total wages paid asst year rs assessment year rs reasonable correct,rlc
9926,2524,2725,tribunal assessment year ita dated sustained disallowance rs lakhs works total wages amounting rs,rlc
9927,2726,2863,total wages percentage gross turnover lower concerned two assessment years compared assessment year,rlc
9928,2864,3002,therefore restricting disallowance total wages reasonable given facts circumstances case,rlc
9929,3003,3112,moreover revenue brought material dispel finding learned cit,rlc
9930,3112,3261,hence hold order cit correct accordance law therefore grounds raised revenue rejected,rlc
9931,3262,3306,would considered matter,none
9980,13169,13403,careful perusal order passed tribunal opinion order tribunal sustained inasmuch tribunal applied mind judiciously facts circumstances case,ratio
9981,13404,13537,view interest justice requires matter dealt income tax appellate tribunal bangalore,ratio
9982,13538,13613,said process prejudice would caused either parties,ratio
9983,13613,13821,accordingly following order passed order dated th april passed income tax appellate tribunal bangalore bench ' ita bang assessment year stands set aside,rpc
9984,13821,13992,ii matter ita bang restored file income tax appellate tribunal bangalore bench ' fresh disposal accordance law,rpc
9985,13992,14116,court hopes income tax appellate tribunal apply mind judiciously arriving conclusion,rpc
9986,14116,14216,view remand order substantial questions law raised appeal kept open,rpc
9987,14216,14352,issues involved find different view deserves taken taken ita,rpc
9988,14353,14546,hence impugned order passed tribunal dated ita nos bang set aside direction matter shall stand restored file tribunal,rpc
9989,14547,14688,tribunal shall examine matter take appropriate decision accordance law hearing sides early possible,rpc
9990,14690,14739,appeal allowed aforesaid extent,rpc
9991,14739,14802,considering facts circumstances order costs,rpc
9992,14802,14830,sd judge sd judge,none
10048,7482,7753,heard arguments sri vasant g holeyannavar learned counsel petitioner crl p sri k l patil learned counsel petitioners crl p learned high court government pleader respondent state,none
10049,7754,8112,submission learned counsel petitioner crl p petitioner accused brother accused contested gram panchayat election deceased veerabhadrappa due political rivalry petitioner accused accused falsely implicated case,arg_petitioner
10050,8113,8208,submission petitioner innocent committed offence,arg_petitioner
10051,8209,8400,submission overt act alleged petitioner accused caught hold deceased ravikumar accused nos assaulted talwar rod,arg_petitioner
10052,8401,8474,submission accused assaulted one,arg_petitioner
10053,8475,8623,submission accused nos granted bail petitioner entitled grant bail ground parity,arg_petitioner
10054,8624,8753,submission charge sheet filed petitioner required custodial interrogation,arg_petitioner
10055,8753,8802,prayed allowing petition,arg_petitioner
10056,8802,9020,learned counsel petitioners crl p submitted petitioners e accused nos assaulted deceased e either veerabhadrappa ravikumar,arg_petitioner
10057,9021,9267,overt act alleged accused nos regarding assault made nagappa sattur basavaraj sattur iranna sattur said assault vital parts body simple injuries,arg_petitioner
10058,9268,9488,submission overt act alleged accused held nagappa sattur overt act alleged accused presence stated complaint,arg_petitioner
10059,9489,9590,submission petitioners implicated due political rivalry,arg_petitioner
10060,9591,9755,submission accused nos granted bail court petitioners entitled grant bail ground parity,arg_petitioner
10061,9756,9887,submission charge sheet filed petitioners required custodial interrogation,arg_petitioner
10062,9888,9936,prayed allowing petition,arg_petitioner
10063,9936,10089,per contra learned high court government pleader contended injured eyewitnesses incident case involves double murder,arg_respondent
10064,10090,10291,submission overt act petitioners specifically stated complaint eyewitnesses shows involvement commission offence,arg_respondent
10065,10292,10564,submission wife deceased filed application cpi seeking protection threat life accused persons regard proceedings section cr p c initiated petitioners,arg_respondent
10066,10565,10732,submission petitioners granted bail commit similar offences threat complainant family members,arg_respondent
10067,10732,10779,prayed dismiss petitions,arg_respondent
10068,10779,10986,regard submission made learned counsel petitioners petitions learned high court government pleader court gone charge sheet records,none
10071,11973,12287,decision reported scc case dataram singh v state uttara pradesh another hon'ble apex court held fundamental postulate criminal jurisprudence presumption innocence meaning thereby person believed innocent found guilty,pre_relied
10088,14747,14918,main objection prosecution event granting bail petitioners likely cause threat complainant prosecution witnesses,arg_respondent
10090,14990,15227,facts circumstances case submission counsel court view valid grounds granting bail petitioners accused nos subject certain terms conditions,ratio
10091,15228,15357,hence proceed pass following order criminal petition criminal petition allowed,rpc
10092,15358,15752,petitioners accused nos shall released bail crime kalghatagi police station subject following conditions petitioners accused nos shall execute personal bond sum rs rupees one lakh two sureties like sum satisfaction jurisdictional court,rpc
10093,15753,15838,due covid petitioners permitted furnish sureties within two months,rpc
10094,15839,15946,circumstances arise jurisdictional court permitted extend period furnishing sureties,rpc
10095,15946,16056,ii petitioners accused nos shall indulge tampering prosecution witnesses,rpc
10096,16056,16181,iii petitioners accused nos shall give threat complainant prosecution witnesses,rpc
10097,16181,16367,iv petitioners accused nos shall mark attendance jurisdictional police station every sunday pm till disposal case,rpc
10098,16367,16383,sd judge kmv,none
10112,2337,2557,view contention point arise consideration whether application bail section cr p c maintainable respect offences alleged petitioner ?,issue
10117,3080,3136,section ndps act provides punishment,sta
10118,3137,3242,reads section punishment contravention relation cannabis plant cannabis,sta
10119,3243,3975,whoever contravention provisions act rule order made condition licence granted thereunder cultivates cannabis plant b produces manufactures possesses sells purchases transports imports inter state exports inter state uses cannabis shall punishable contravention relates clause rigorous imprisonment term may extend ten years shall also liable fine may extend one lakh rupees ii contravention relates sub clause b involves small quantity rigorous imprisonment term may extend one year fine may extend ten thousand rupees,sta
10120,3975,4576,b involves quantity lesser commercial quantity greater small quantity rigorous imprisonment term may extend ten years fine may extend one lakh rupees c involves commercial quantity rigorous imprisonment term shall less ten years may extend twenty years shall also liable fine shall less one lakh rupees may extend two lakh rupees provided court may reasons recorded judgment impose fine exceeding two lakh rupees,sta
10123,5002,5093,sub section thereof reads section offences triable special courts,sta
10124,5094,5544,notwithstanding anything contained code criminal procedure offences act punishable imprisonment term three years shall triable special court constituted area offence committed special courts one area one may specified behalf government,sta
10129,6156,6258,said section extracted section offences cognizable non bailable,sta
10130,6259,6735,notwithstanding anything contained code criminal procedure every offence punishable act shall cognizable b person accused offence punishable offences section section section also offences involving commercial quantity shall released bail bond unless public prosecutor given opportunity oppose application release,sta
10131,6735,6966,ii public prosecutor opposes application court satisfied reasonable grounds believing guilty offence likely commit offence bail,sta
10132,6966,7213,limitations granting bail specified clause b sub section addition limitations code criminal procedure law time force granting bail,sta
10137,7875,8014,considering bail application section cr p c noted investigation still progress,ratio
10138,8015,8207,foreseen juncture whether thorough investigation quantity contraband would unearthed authorized officers course investigation,ratio
10139,8208,8412,therefore solely basis weight contraband articles seized police would hazardous contrary intendment act admit petitioner anticipatory bail,ratio
10140,8413,8507,view matter application deserves rejected hereby rejected,rpc
10141,8507,8557,accordingly criminal petition dismissed,rpc
10142,8557,8578,sd judge bs bss,none
10149,1154,1868,private complaint filed present appellant complainant section code criminal procedure hereinafter referred cr p c brevity present respondent accused offence punishable section negotiable instruments act hereinafter brevity referred n act learned iii additional civil judge jr dvn j f c udupi hereinafter brevity referred trial court c c pronounced judgment conviction convicting present respondent accused sri adarsh sentenced pay fine default undergo simple imprisonment period one year,rlc
10150,1869,2313,said judgment order conviction present respondent accused sri adarsh preferred criminal appeal learned presiding officer fast track court udupi hereinafter brevity referred lower appellate court ' impugned judgment order dated allowed appeal filed respondent accused set aside judgment conviction passed trial court,rlc
10159,3638,3803,hearing side trial court impugned judgment dated convicted accused alleged offence section n act,rlc
10160,3804,3881,however lower appellate court acquitted accused said offence,rlc
10167,4921,5146,learned counsel appellant complainant arguments submitted issuance cheque accused complainant dispute also dishonor cheque reason funds insufficient ',arg_petitioner
10168,5147,5241,legal notice issued accused receive reply response accused,arg_petitioner
10169,5242,5339,presumption section n act operates favour complainant,arg_petitioner
10170,5340,5675,even though accused successful rebutting said presumption lower appellate court observing complainant failed prove financial capacity lend money set aside judgment conviction passed trial court finding lower appellate court erroneous one,arg_petitioner
10171,5677,5864,learned counsel respondent arguments submitted accused explained circumstances two cheques given complainant,arg_respondent
10172,5865,5984,made clear issuance cheque condition complainant execute loan documents,arg_respondent
10173,5985,6069,since complainant comply said condition cheque got dishonoured,arg_respondent
10174,6070,6152,thus accused borrower complainant fact borrower,arg_respondent
10175,6152,6361,complainant source income lend accused also brought cross examination lower appellate court rightly pronounced judgment acquittal,arg_respondent
10186,8173,8277,section n act speaks presumption favour holder negotiable instrument,sta
10187,8278,8516,says unless contrary proved shall presumed holder cheque receives cheque nature referred section n act discharge whole part debt liability,sta
10188,8517,8904,hon'ble apex court case rangappa vs sri mohan reported scc analysing section n act also pleased observe issuance cheque favour complainant established presumption existence legally enforceable debt forms favour complainant however said presumption rebuttable,pre_relied
10189,8904,9167,order rebut presumption accrued favour complainant defence taken accused firstly issuance cheque towards legally enforceable debt debt loan complainant however conditional,arg_respondent
10190,9167,9321,second defence taken accused complainant capacity source lend loan alleged date lending loan,arg_respondent
10240,19083,19310,trial court since appropriately held accused guilty alleged offence appreciating evidence placed proper perspective find reason interfere said finding,ratio
10241,19311,19504,since trial court also ordered sentence proportionate criminality proven guilt find reason modify said sentence part offence also,ratio
10242,19506,19700,said judgment lower appellate court challenged appeal deserves set aside judgment trial court requires restored confirmed,ratio
10243,19700,19807,accordingly proceed pass following order appeal filed complainant appellant allowed,rpc
10244,19807,20169,judgment acquittal passed learned presiding officer fast track court udupi dated criminal appeal hereby set aside judgment conviction passed learned iii additional civil judge jr dn jmfc udupi dated criminal case restored hereby confirmed,rpc
10245,20169,20360,registry directed transmit copy judgment trial court forthwith along lower court records enable proceed matter accordance law,rpc
10246,20360,20706,considering effort put learned counsel complainant also learned counsel respondent panel advocates high court legal services committee recommended committee consider remuneration honorarium payable learned counsels less advocate,rpc
10247,20706,20827,entire copy judgment also delivered respondent accused immediately free cost sd judge bmv,none
10257,901,1350,present appeal arises judgment dated order sentence dated present appellant mother law deceased sentenced undergo rigorous imprisonment three years pay fine rs default payment fine appellant directed undergo simple imprisonment two months offence punishable section indian penal code,rlc
10277,4871,5139,outset mr ajay burman learned counsel appellant submits appellant already undergone sentence awarded e year months three years unexpired portion sentence approximately year months,arg_petitioner
10278,5140,5312,mr burman submits appellant wish contest matter merit prays order sentence modified period already undergone,arg_petitioner
10279,5313,5481,mr burman submits appellant cancer patient old lady years age never convicted offence past,arg_petitioner
10280,5481,5643,also contended mr burman fact allegations made appellant general nature specific role assigned,arg_petitioner
10281,5644,5864,submits appellant dragged matrimonial dispute deceased husband convicted section indian penal code awarded life imprisonment,arg_petitioner
10282,5865,6160,submits upon reading evidence witnesses pw kuldeep singh dalal father deceased pw satwanti devi mother deceased pw vandana rathi younger sister deceased would show material contradictions testimony,arg_petitioner
10283,6161,6376,also contended pw kuldeep singh dalal complaint dated th th april ex pw levelled allegation regarding harassment cruelty appellant family members,arg_petitioner
10284,6377,6730,witness also cross examination neither disclosed dates events harassment cruelty details provided statement section code criminal procedure would show close family members interested witnesses made excoriated material improvements testimony,arg_petitioner
10285,6730,7058,another argument advanced mr burman pw satwanti devi made material improvements testimony although statement dated ex pw given sub divisional magistrate wherein levelled allegation regarding harassment cruelty appellant angoori devi,arg_petitioner
10286,7059,7284,mr burman also submits basic case prosecution marriage husband deceased left job living salary wife employed nurse government hospital,arg_petitioner
10287,7285,7540,also case prosecution husband deceased involved criminal case family members put immense pressure deceased arrange money purpose engaging lawyer secure bail husband,arg_petitioner
10288,7541,7633,also contended appellant role play falsely implicated,arg_petitioner
10289,7634,7641,,arg_respondent
10290,7641,7828,mr firoz khan ghazi learned app state submits learned trial court awarded maximum punishment present appellant based role ascribed duly proved,arg_respondent
10294,8099,8331,case ram das singh ors vs state bihar reported jt sc apex court considering age appellant years age reduced sentence period already undergone,pre_relied
10295,8332,8608,similar view taken supreme court recent decision rendered case gurdip singh vs state punjab reported scc wherein court took consideration late evening age appellant reduced sentence already undergone,pre_relied
10296,8616,8967,regard submissions made particularly appellant old lady years age suffering cancer ventilator first time offender already undergone sentence year months three years awarded fine also stands deposited appeal partly allowed,rpc
10297,8968,9034,order sentence modified period already undergone,rpc
10298,9035,9091,bail bond cancelled surety stands discharged,rpc
10299,9091,9141,appeal stands disposed terms,rpc
10300,9141,9208,g sistani j sangita dhingra sehgal j january gr ssn,none
10350,3904,3977,rule criminal application apl,none
10351,3977,4106,applications heard together since common questions law involved disposed common judgment,none
10366,8124,8134,,issue
10367,8134,8189,earlier stated similar facts cases,issue
10368,8190,8457,hearing learned counsel rival parties learned advocate general framed following two questions light facts view submissions made us order concentrate legal issues involved,issue
10369,8457,9562,two questions wake section read section maharashtra scheduled castes scheduled tribes de notified tribes vimukta jatis nomadic tribes backward classes special backward category regulation issuance verification caste certificate act whether police station officer acting section code criminal procedure register offence section act section contemplates filing private complaint scrutiny committee authorised officer ? whether caste certificate obtained rd may e prior coming force maharashtra scheduled castes scheduled tribes denotified tribes vimukta jatis nomadic tribes backward classes special backward category regulation issuance verification caste certificate act found false obtained fraudulent means could attract offence section section act makes issuance false caste certificate punishable ?,issue
10370,9562,9576,arguments,none
10371,9576,9862,support applications shri r parsodkar learned counsel applicants submitted caste certificates favour applicants cases issued competent authority admittedly e act came force,arg_petitioner
10372,9863,10222,caste certificates issued provisions regarding law criminal offences sections exist act came force effect therefore criminal offences could alleged either applicants competent authority issuing caste certificates,arg_petitioner
10373,10223,10569,shri r parsodkar learned counsel argued practice adopted scrutiny committee invalidating claim candidates scheduled tribes direct officer file f r police station provisions act merely caste claim proved candidates,arg_petitioner
10374,10569,10955,according failure prove caste claim want evidence reason would automatically constitute offence act cases committee recorded finding obtaining false certificate fraudulent means competent authority issuing certificate fraudulently criminal intention,arg_petitioner
10375,10956,11243,shri r parsodkar learned counsel argued rate caste certificate issued competent authority coming force act even found wrong section attracted said section retrospective operation,arg_petitioner
10376,11244,11482,learned counsel applicants argued though offences made nonbailable cognizable looking language section contemplated private complaint case police case,arg_petitioner
10377,11483,11596,counsel applicants therefore prayed quashing f r criminal cases filed,arg_petitioner
10378,11596,11741,per contra shri sunil v manohar learned advocate general smt b h dangre learned public prosecutor addressed court,none
10379,11742,11973,fairness learned advocate general referred article constitution india also english decision case noss farm products limited vs lilico decided june reported k b vol,arg_respondent
